   1	  20	  24	     0.329567314267771	     0.164134597437744	     0.485676499242796	     0.020621608744913
   1	  25	  29	     0.160731338556751	     0.199671328516080	     0.616299719035680	     0.023297683001967
   1	  30	  34	     0.156465308726419	     0.181720696945967	     0.636935513961118	     0.024878577248147
   1	  35	  39	     0.141174295176982	     0.136867286330316	     0.694838423115034	     0.027120091394269
   1	  40	  44	     0.120842628120462	     0.119130597533551	     0.735269609611222	     0.024757241567172
   1	  45	  49	     0.095862245826747	     0.099914592757564	     0.780388716781477	     0.023834475685641
   1	  50	  54	     0.070353915369342	     0.095005379829039	     0.808500835748960	     0.026139892683064
   1	  55	  59	     0.047782245120876	     0.094537350076053	     0.827491546957896	     0.030188930950754
   1	  60	  64	     0.037359613717919	     0.090197544744109	     0.835828078133199	     0.036614885927727
   2	  20	  24	     0.312033665919928	     0.128157713052789	     0.521199881718023	     0.038608758822240
   2	  25	  29	     0.124819009322262	     0.160358511333540	     0.668273148157100	     0.046549400908907
   2	  30	  34	     0.115720001120594	     0.143618861183370	     0.686388541161890	     0.054272691167643
   2	  35	  39	     0.095237443199835	     0.113282242112477	     0.727028347921307	     0.064452046396475
   2	  40	  44	     0.072515755609861	     0.099551676078474	     0.765964260138458	     0.061968368384986
   2	  45	  49	     0.053950648122443	     0.082506152120974	     0.804968939308686	     0.058574297357032
   2	  50	  54	     0.040366591477504	     0.076419155364584	     0.825529504329497	     0.057684791034354
   2	  55	  59	     0.034231186012599	     0.073587840204508	     0.834969977920686	     0.057211086530594
   2	  60	  64	     0.031317464449132	     0.066208305006258	     0.842942711474863	     0.059531658037898
