   1	  20	  24	     0.231521672624086	     0.399182512951466	     0.358790916657362	     0.010504917460311
   1	  25	  29	     0.035569944234089	     0.487217753137793	     0.462917787952282	     0.014294583786312
   1	  30	  34	     0.047104426073021	     0.412529392915924	     0.523793137409274	     0.016573140483432
   1	  35	  39	     0.053684352759997	     0.292417157222858	     0.633017172552873	     0.020881413480873
   1	  40	  44	     0.046030238414258	     0.255236058680391	     0.676163809945295	     0.022569969792459
   1	  45	  49	     0.036441127675221	     0.212334005894529	     0.729229643699382	     0.021995253782295
   1	  50	  54	     0.029991360346179	     0.185462861355840	     0.762170105494122	     0.022375696434265
   1	  55	  59	     0.023669341824005	     0.169912397601870	     0.781367638606234	     0.025050695073468
   1	  60	  64	     0.019134907482621	     0.157929849963945	     0.796783671531233	     0.026151693545155
   2	  20	  24	     0.228970959462028	     0.344689542860176	     0.405685267175789	     0.020654250014988
   2	  25	  29	     0.021099496842554	     0.424650888381007	     0.524597087856210	     0.029652596642038
   2	  30	  34	     0.028915332208147	     0.370368644140590	     0.563727522977277	     0.036988595307486
   2	  35	  39	     0.036447059171697	     0.293586637901251	     0.619831903883104	     0.050134478674040
   2	  40	  44	     0.031268619840281	     0.258053644942635	     0.653881289644306	     0.056796505784556
   2	  45	  49	     0.023836558126945	     0.218528429980367	     0.702614741370108	     0.055020307431714
   2	  50	  54	     0.021795192848506	     0.195011570968453	     0.731834171039910	     0.051359107349068
   2	  55	  59	     0.018554984715893	     0.182565353554616	     0.749633389084441	     0.049246363313438
   2	  60	  64	     0.016608300832891	     0.175185225128538	     0.766716662765667	     0.041489950241055
